ARTIST NAME,GENDER,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,PRIMARY_MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS
Peter Waite,Male,American,1950-01-01T00:00:00Z,Null,Interior (Ocean Liner,1988-01-01T00:00:00Z,Acrylic on plastic board,Acrylic,1988.207a-c,1988-01-01T00:00:00Z,Not on view
Al Loving,Male,American,1935-01-01T00:00:00Z,2005-01-01T00:00:00Z,Untitled,1971-01-01T00:00:00Z,Acrylic on three joined canvases,Acrylic,2011.590.3,2011-01-01T00:00:00Z,Not on view
Randall Schmit,Male,American,1955-01-01T00:00:00Z,Null, Visitation,1988-01-01T00:00:00Z,"Acrylic,oil,wax crayon,and metallic spray paint on canvas",Acrylic,"1,988.314",1988-01-01T00:00:00Z,Not on view
Paul Sarkisian,Male,American,1928-01-01T00:00:00Z,Null,Untitled No. 3,1980-01-01T00:00:00Z,Acrylic/ airbrush/ and stencil on canvas,Acrylic,"1,983.41",1983-01-01T00:00:00Z,Not on view
Stephen Hannock,Male,American,1951-01-01T00:00:00Z,Null,The Oxbow: After Church/ After Cole/ Flooded (Flooded River for the Matriarchs E. & A. Mongan)/ Green Light,2000-01-01T00:00:00Z,Acrylic/ alkyd and oil glazes with collage elements on canvas,Acrylic,"2,001.153",2001-01-01T00:00:00Z,Not on view
Stephen Hannock,Male,American,1951-01-01T00:00:00Z,Null,Kaaterskill Falls for Frank Moore and Dan Hodermarsky (Mass MoCA #11,2005-01-01T00:00:00Z,Acrylic/ alkyd and oil glazes with collage elements on canvas,Acrylic,"2,007.333",2007-01-01T00:00:00Z,Not on view
Margo Hoff,Female,American,1912-01-01T00:00:00Z,2008-01-01T00:00:00Z,Vermillion Banner,1982-01-01T00:00:00Z,Acrylic/ charcoal and cut and pasted canvas on canvas,Acrylic,"1,983.578",1983-01-01T00:00:00Z,Not on view
Stephen Edlich,Male,American,1944-01-01T00:00:00Z,1989-01-01T00:00:00Z,Passage/ Opening with Cypress Forms III,1980-01-01T00:00:00Z,Acrylic/ cut and pasted paper/ charcoal/ and chalk on linen,Acrylic,1982.512.1,1982-01-01T00:00:00Z,Not on view
Anselm Kiefer,Male,German,1945-01-01T00:00:00Z,Null,Morgenthau Plan,2012-01-01T00:00:00Z,Acrylic/ emulsion/ oil/ and shellac on inkjet prints mounted on canvas,Acrylic,2013.429a-c,2013-01-01T00:00:00Z,Not on view
Mark Podwal,Male,American,1945-01-01T00:00:00Z,Null,Seder,2003-01-01T00:00:00Z,Acrylic/ gouache/ and colored pencil on paper,Acrylic,"2,003.469",2003-01-01T00:00:00Z,Not on view
Imants Tillers,Male,Australian,1950-01-01T00:00:00Z,Null,Walk with Me,1989-01-01T00:00:00Z,Acrylic/ gouache/ and graphite on canvas board,Acrylic,"1992.349a,b",1992-01-01T00:00:00Z,Not on view
Anselm Kiefer,Male,German,1945-01-01T00:00:00Z,Null,The Kyffh√§user,1980-01-01T00:00:00Z,Acrylic/ gouache/ graphite/ and watercolor on photograph,Acrylic,1995.14.31,1995-01-01T00:00:00Z,Not on view
Leonid Lamm,Male,American,1928-01-01T00:00:00Z,Null,Untitled (Sportsmen,1991-01-01T00:00:00Z,Acrylic/ graphite/ and ink on canvas,Acrylic,1993.495.3,1993-01-01T00:00:00Z,Not on view
Richard Smith,Male,British,1931-01-01T00:00:00Z,Null,Night Rider,1970-01-01T00:00:00Z,Acrylic/ graphite/ and polyurethane on canvas,Acrylic,1978.570.2,1978-01-01T00:00:00Z,Not on view
George Condo,Male,American,1957-01-01T00:00:00Z,Null,Rush Hour,2010-01-01T00:00:00Z,Acrylic/ graphite/ charcoal/ and pastel on canvas,Acrylic,"2,011.306",2011-01-01T00:00:00Z,On view in Gallery 915
Agnes Martin,Female,American,1912-01-01T00:00:00Z,2004-01-01T00:00:00Z,Untitled # 9,1984-01-01T00:00:00Z,Acrylic/ India ink/ and graphite on canvas,Acrylic,"1,984.435",1984-01-01T00:00:00Z,On view in Gallery 915
Faith Ringgold,Female,American,1930-01-01T00:00:00Z,Null,Street Story Quilt,1985-01-01T00:00:00Z,Acrylic/ ink marker/ dyed fabric/ and sequins on canvas/ sewn to quilted fabric,Acrylic,1990.237a-c,1990-01-01T00:00:00Z,Not on view
Beatriz Milhazes,Female,Brazilian,1960-01-01T00:00:00Z,Null,The Beach (A Praia,1997-01-01T00:00:00Z,Acrylic/ metallic paint/ and metal leaf on canvas,Acrylic,"1,998.8",1998-01-01T00:00:00Z,Not on view
Frances Barth,Female,American,1946-01-01T00:00:00Z,Null,Hakuryo,1981-01-01T00:00:00Z,Acrylic/ modelling paste/ plaster coated cloth/ papier-m√¢ch√©/ and pastel on canvas,Acrylic,1983.191.1ab,1983-01-01T00:00:00Z,Not on view
Todd Siler,Male,American,1953-01-01T00:00:00Z,Null,Prescience/ Foresight,1986-01-01T00:00:00Z,Acrylic/ oil/ oil stick/ cut and pasted paper/ pastel/ and graphite on canvas,Acrylic,1988.426.1,1988-01-01T00:00:00Z,Not on view
Carlos Osorio,Male,American,1927-01-01T00:00:00Z,1984-01-01T00:00:00Z,Puerto Rican Landscape,1973-01-01T00:00:00Z,Acrylic/ sand/ and oil on canvas,Acrylic,"1,973.261",1973-01-01T00:00:00Z,Not on view
Mark Luyten,Male,Belgian,1995-01-01T00:00:00Z,Null,Serre,1985-01-01T00:00:00Z,Acrylic/ sand/ pigment/ printed pages/ pastel/ ink/ and graphite on canvas,Acrylic,1986.242a-f,1986-01-01T00:00:00Z,Not on view
Susan Laufer,Female,American,1950-01-01T00:00:00Z,Null,Ocean Cinders,1987-01-01T00:00:00Z,Acrylic/ vinyl plaster/ and polymer on wood,Acrylic,"1,988.8",1988-01-01T00:00:00Z,Not on view
Howardena Pindell,Female,American,1943-01-01T00:00:00Z,Null,Memory Test: Free/ White & Plastic (#114,1979-01-01T00:00:00Z,Acrylic/ watercolor/ gouache/ ink/ thread/ nails/ mat board/ spray adhesive and plastic on cardboard,Acrylic,"1,980.15",1980-01-01T00:00:00Z,Not on view
Tishan Hsu,Male,American,1951-01-01T00:00:00Z,Null,Transplant,1987-01-01T00:00:00Z,Alkyd and acrylic on carved wood,Acrylic,"1,988.61",1988-01-01T00:00:00Z,Not on view
Don Nice,Male,American,1932-01-01T00:00:00Z,Null,Wolf/ Western Series/ American Predella #5,1975-01-01T00:00:00Z,Two panels: a) Acrylic on canvas/     b) watercolor/ and graphite on paper,Acrylic,1992.75ab,1992-01-01T00:00:00Z,Not on view
Ed Baynard,Male,American,1940-01-01T00:00:00Z,Null,An American Painting For Rose Paul,1979-01-01T00:00:00Z,Alkyd on canvas,Alkyd,"1,980.84",1980-01-01T00:00:00Z,Not on view
Frank Stella,Male,American,1936-01-01T00:00:00Z,Null,Haines City,1963-01-01T00:00:00Z,Alkyd on canvas,Alkyd,"1,988.223",1988-01-01T00:00:00Z,Not on view
Richard Chiriani,Male,American,1942-01-01T00:00:00Z,Null,Morning in the Cleveland Flats,1979-01-01T00:00:00Z,Alkyd on canvas mounted on composition board,Alkyd,"1,985.429",1985-01-01T00:00:00Z,Not on view
Walter Darby Bannard,Male,American,1934-01-01T00:00:00Z,Null,Electric Treasure,1975-01-01T00:00:00Z,Alkyd resin acquatec gel and Magna medium on canvas,Alkyd,"1,976.238",1976-01-01T00:00:00Z,Not on view
Walter Darby Bannard,Male,American,1934-01-01T00:00:00Z,Null,Firey Searcher,1965-01-01T00:00:00Z,Alkyd resin on canvas,Alkyd,"1,976.251",1976-01-01T00:00:00Z,Not on view
Frank Stella,Male,American,1936-01-01T00:00:00Z,Null,Marrakech,1964-01-01T00:00:00Z,Fluorescent alkyd on canvas,Alkyd,"1,971.5",1971-01-01T00:00:00Z,Not on view
William Kentridge,Male,South African,1955-01-01T00:00:00Z,Null,Atlas Procession I,2000-01-01T00:00:00Z,Etching/ aquatint/ drypoint/ and hand painting,Aquatint,"2,001.6",2001-01-01T00:00:00Z,Not on view
William Kentridge,Male,South African,1955-01-01T00:00:00Z,Null,Atlas Procession II,2000-01-01T00:00:00Z,Etching/ aquatint/ drypoint/ and hand painting,Aquatint,"2,001.601",2001-01-01T00:00:00Z,Not on view
Zoltan Kemeny,Male,Swiss,1907-01-01T00:00:00Z,1965-01-01T00:00:00Z,Materies,1958-01-01T00:00:00Z,Aluminum/ brass/ epoxy resin/ and oil on wood,Asphaltum,"1,985.444",1985-01-01T00:00:00Z,Not on view
Leonardo Drew,Male,American,1961-01-01T00:00:00Z,Null,Number 1A,1999-01-01T00:00:00Z,Asphaltum/ oil/ and graphite on joined papers,Asphaltum,"2,001.15",2001-01-01T00:00:00Z,Not on view
Leonardo Drew,Male,American,1961-01-01T00:00:00Z,Null,Number 2A,1999-01-01T00:00:00Z,Asphaltum/ oil/ and graphite/ ink marker on joined papers,Asphaltum,"2,001.151",2001-01-01T00:00:00Z,Not on view
In Kie Whang,Male,Korean,1951-01-01T00:00:00Z,Null,Village,1991-01-01T00:00:00Z,Bronze paint with metal on canvas,Bronze Paint,1995.517.1,1995-01-01T00:00:00Z,Not on view
Dong-Koo Yun,Male,Korean,1952-01-01T00:00:00Z,Null,Untitled,1989-01-01T00:00:00Z,Gold leaf and bronze paint on canvas/ stretched over plywood,Bronze Paint,1995.517.4a-c,1995-01-01T00:00:00Z,Not on view
Conrad Marca-Relli,Male,American,1913-01-01T00:00:00Z,2000-01-01T00:00:00Z,Yellow Collage,1960-01-01T00:00:00Z,Collage of canvas on canvas,Canvas,1975.189.2,1975-01-01T00:00:00Z,Not on view
Jean Dubuffet,Male,French,1901-01-01T00:00:00Z,1985-01-01T00:00:00Z,Mother of Pearl Garden,1956-01-01T00:00:00Z,Cut pieces of previously painted oils on canvas pasted on canvas,Canvas,2002.456.11,2002-01-01T00:00:00Z,Not on view
Robert Rauschenberg,Male,American,1925-01-01T00:00:00Z,2008-01-01T00:00:00Z,Bande de Suret√© / Twin City / Nipples (Cardboard,1971-01-01T00:00:00Z,Cardboard,Cardboard,2013.595a/ b,2013-01-01T00:00:00Z,Not on view
Andy Warhol,Male,American,1928-01-01T00:00:00Z,1987-01-01T00:00:00Z,Dr. Scholl's Corns,1961-01-01T00:00:00Z,Casein and wax crayon on canvas,Casein,"1,982.505",1982-01-01T00:00:00Z,On view in Gallery 924
Andy Warhol,Male,American,1928-01-01T00:00:00Z,1987-01-01T00:00:00Z,Before and After I,1961-01-01T00:00:00Z,Casein on canvas,Casein,1981.536.1,1981-01-01T00:00:00Z,On view in Gallery 924
Irene Rice Pereira,Female,American,1907-01-01T00:00:00Z,1971-01-01T00:00:00Z,Green Depth,1944-01-01T00:00:00Z,Casein on canvas,Casein,44.160.4,1944-01-01T00:00:00Z,Not on view
Remo Farruggio,Male,American,1906-01-01T00:00:00Z,1981-01-01T00:00:00Z,Still Life,1952-01-01T00:00:00Z,Casein on composition board,Casein,53.42,1953-01-01T00:00:00Z,Not on view
Karl Zerbe,Male,American,1903-01-01T00:00:00Z,1972-01-01T00:00:00Z,Pastorale,1948-01-01T00:00:00Z,Casein tempera and wax on Chinese paper/ mounted on Masonite,Casein,50.31.6,1950-01-01T00:00:00Z,Not on view
Robert Wilson,Male,American,1941-01-01T00:00:00Z,Null,The Magic Flute/ Act I/ Scene VI,1991-01-01T00:00:00Z,Charcoal and oil pastel on paper,Charcoal,1993.258.1,1993-01-01T00:00:00Z,Not on view
Viola Frey,Female,American,1933-01-01T00:00:00Z,2004-01-01T00:00:00Z,Western Civilization/ Drawing #3,1987-01-01T00:00:00Z,Charcoal and oil pastel on paper,Charcoal,"1,993.494",1993-01-01T00:00:00Z,Not on view
Sidney Goodman,Male,American,1936-01-01T00:00:00Z,Null,Overhead View,1964-01-01T00:00:00Z,Charcoal on canvas,Charcoal,"1,985.436",1985-01-01T00:00:00Z,Not on view
Robert Wilson,Male,American,1941-01-01T00:00:00Z,Null,"The Magic Flute, Act I, Scene XV",1991-01-01T00:00:00Z,"Charcoal,oil pastel, and graphite on paper",Charcoal,1993.258.2,1993-01-01T00:00:00Z,Not on view
Henry Moore,Male,British,1898-01-01T00:00:00Z,1986-01-01T00:00:00Z,Two Mothers with Children,1980-01-01T00:00:00Z,Charcoal/ ballpoint pen and gouache on paper,Charcoal,1985.441.3,1985-01-01T00:00:00Z,Not on view
Gino Severini,Male,Italian,1883-01-01T00:00:00Z,1966-01-01T00:00:00Z,Still Life: Bottle + Vase + Journal + Table,1914-01-01T00:00:00Z,Charcoal/ gouache/ and cut and pasted newspaper on paper,Charcoal,49.70.20,1949-01-01T00:00:00Z,On view in Gallery 908
Robert Wilson,Male,American,1941-01-01T00:00:00Z,Null,The Magic Flute/ Act II/ Scene 29,1991-01-01T00:00:00Z,Charcoal/ pastel/ and oil pastel on paper,Charcoal,1993.258.4,1993-01-01T00:00:00Z,Not on view
Larry Rivers,Male,American,1923-01-01T00:00:00Z,2002-01-01T00:00:00Z,Black Jack (Two Jacks,1989-01-01T00:00:00Z,Colored pencil/ graphite/ and oil on cloth lined paper,Colored Pencil,1992.209.2,1992-01-01T00:00:00Z,Not on view
Jackson Pollock,Male,American,1912-01-01T00:00:00Z,1956-01-01T00:00:00Z,Untitled,1938-01-01T00:00:00Z,Colored pencils/ gouache/ and graphite on paper,Colored Pencil,1990.4.53,1990-01-01T00:00:00Z,Not on view
A. Robert Birmelin,Male,American,1933-01-01T00:00:00Z,Null,The Crowd at Night,1962-01-01T00:00:00Z,Crayon/ chalk/ graphite/ and oil on paper,Crayon,67.127.9,1967-01-01T00:00:00Z,Not on view
Edouard Vuillard,Male,French,1868-01-01T00:00:00Z,1940-01-01T00:00:00Z,Garden at Vaucresson,1920-01-01T00:00:00Z,Distemper on canvas,Distemper,52.183,1952-01-01T00:00:00Z,On view in Gallery 828
Paul Cadmus,Male,American,1904-01-01T00:00:00Z,1999-01-01T00:00:00Z,The Eighth Sin: Jealousy,1982-01-01T00:00:00Z,Egg tempera and graphite on gessoed illustration board,Egg Tempera,1993.87.8,1993-01-01T00:00:00Z,Not on view
Paul Cadmus,Male,American,1904-01-01T00:00:00Z,1999-01-01T00:00:00Z,The Seven Deadly Sins: Avarice,1949-01-01T00:00:00Z,Egg tempera on cardboard,Egg Tempera,1993.87.6,1993-01-01T00:00:00Z,Not on view
Paul Cadmus,Male,American,1904-01-01T00:00:00Z,1999-01-01T00:00:00Z,The Seven Deadly Sins: Gluttony,1949-01-01T00:00:00Z,Egg tempera on cardboard,Egg Tempera,1993.87.7,1993-01-01T00:00:00Z,Not on view
Paul Cadmus,Male,American,1904-01-01T00:00:00Z,1999-01-01T00:00:00Z,The Seven Deadly Sins: Pride,1945-01-01T00:00:00Z,Egg tempera on gessoed linen over Masonite,Egg Tempera,1993.87.2,1993-01-01T00:00:00Z,Not on view
Jacob Lawrence,Male,American,1917-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Struggle Series, No. 10: Washington Crossing the Delaware",1954-01-01T00:00:00Z,Egg tempera on hardboard,Egg Tempera,"2,003.414",2003-01-01T00:00:00Z,Not on view
Paul Cadmus,Male,American,1904-01-01T00:00:00Z,1999-01-01T00:00:00Z,The Seven Deadly Sins: Lust,1945-01-01T00:00:00Z,Egg tempera on Masonite,Egg Tempera,1993.87.1,1993-01-01T00:00:00Z,Not on view
Paul Cadmus,Male,American,1904-01-01T00:00:00Z,1999-01-01T00:00:00Z,The Seven Deadly Sins: Sloth,1947-01-01T00:00:00Z,Egg tempera on Masonite,Egg Tempera,1993.87.3,1993-01-01T00:00:00Z,Not on view
Paul Cadmus,Male,American,1904-01-01T00:00:00Z,1999-01-01T00:00:00Z,The Seven Deadly Sins: Anger,1947-01-01T00:00:00Z,Egg tempera on Masonite,Egg Tempera,1993.87.4,1993-01-01T00:00:00Z,Not on view
Paul Cadmus,Male,American,1904-01-01T00:00:00Z,1999-01-01T00:00:00Z,The Seven Deadly Sins: Envy,1947-01-01T00:00:00Z,Egg tempera on Masonite,Egg Tempera,1993.87.5,1993-01-01T00:00:00Z,Not on view
Robert Vickrey,Male,American,1926-01-01T00:00:00Z,2011-01-01T00:00:00Z,Corner Bedroom,1966-01-01T00:00:00Z,Egg tempera on Masonite,Egg Tempera,67.164,1967-01-01T00:00:00Z,Not on view
Mari-Louise Van Esselstyn,Female,American,1921-01-01T00:00:00Z,Null,The Mole,1944-01-01T00:00:00Z,Egg tempera on Masonite,Egg Tempera,"2,001.347",2001-01-01T00:00:00Z,Not on view
Andrew Wyeth,Male,American,1917-01-01T00:00:00Z,2009-01-01T00:00:00Z,A Crow Flew By,1949-01-01T00:00:00Z,Egg tempera on wood,Egg Tempera,50.46.2,1950-01-01T00:00:00Z,Not on view
Douglas Safranek,Male,American,1956-01-01T00:00:00Z,Null,Entranced,1990-01-01T00:00:00Z,Egg tempera on wood,Egg Tempera,"1,992.79",1992-01-01T00:00:00Z,Not on view
George Tooker,Male,American,1920-01-01T00:00:00Z,2011-01-01T00:00:00Z,Government Bureau,1956-01-01T00:00:00Z,Egg tempera on wood,Egg Tempera,56.78,1956-01-01T00:00:00Z,On view in Gallery 903
N.C. Wyeth,Male,American,1882-01-01T00:00:00Z,1945-01-01T00:00:00Z,The Lobsterman (The Doryman,1944-01-01T00:00:00Z,Egg tempera on wood,Egg Tempera,"1,975.322",1975-01-01T00:00:00Z,Not on view
Thomas Hart Benton,Male,American,1889-01-01T00:00:00Z,1975-01-01T00:00:00Z,July Hay,1943-01-01T00:00:00Z,Egg tempera/ methyl cellulose/ and oil on Masonite,Egg Tempera,43.159.1,1943-01-01T00:00:00Z,On view in Gallery 746
Thomas Hart Benton,Male,American,1889-01-01T00:00:00Z,1975-01-01T00:00:00Z,America Today,1930-01-01T00:00:00Z,Ten panels: Egg tempera with oil glazing over Permalba on a gesso ground on linen mounted to wood panels with a honeycomb interior,Egg Tempera,"2012.478a,j",2012-01-01T00:00:00Z,On view in Gallery 746
Jackson Pollock,Male,American,1912-01-01T00:00:00Z,1956-01-01T00:00:00Z,Number 7,1952-01-01T00:00:00Z,Enamel and oil on canvas,Enamel,"1,987.92",1987-01-01T00:00:00Z,On view in Gallery 921
Fritz Bultman,Male,American,1919-01-01T00:00:00Z,1985-01-01T00:00:00Z,The Hunter,1949-01-01T00:00:00Z,Enamel and oil on celotex,Enamel,"1,994.283",1994-01-01T00:00:00Z,Not on view
Franz Kline,Male,American,1910-01-01T00:00:00Z,1962-01-01T00:00:00Z,Nijinsky,1950-01-01T00:00:00Z,Enamel on canvas,Enamel,2006.32.28,2006-01-01T00:00:00Z,On view in Gallery 922
Franz Kline,Male,American,1910-01-01T00:00:00Z,1962-01-01T00:00:00Z,Untitled,1952-01-01T00:00:00Z,Enamel on canvas,Enamel,2006.32.29,2006-01-01T00:00:00Z,On view in Gallery 922
Jackson Pollock,Male,American,1912-01-01T00:00:00Z,1956-01-01T00:00:00Z,Autumn Rhythm (Number 30,1950-01-01T00:00:00Z,Enamel on canvas,Enamel,57.92,1957-01-01T00:00:00Z,On view in Gallery 921
Jackson Pollock,Male,American,1912-01-01T00:00:00Z,1956-01-01T00:00:00Z,Number 28/ 1950,1950-01-01T00:00:00Z,Enamel on canvas,Enamel,2006.32.51,2006-01-01T00:00:00Z,On view in Gallery 921
Zao Wou-Ki,Male,French,1921-01-01T00:00:00Z,2013-01-01T00:00:00Z,April 1/ 1997,1997-01-01T00:00:00Z,Enamel on canvas,Enamel,2002.456.154,2002-01-01T00:00:00Z,Not on view
Won-Gi Sul,Male,Korean,1951-01-01T00:00:00Z,Null,Hail,1995-01-01T00:00:00Z,Enamel on lead,Enamel,1995.517.2,1995-01-01T00:00:00Z,Not on view
Alexander Liberman,Male,American,1912-01-01T00:00:00Z,1999-01-01T00:00:00Z,Two Circles,1950-01-01T00:00:00Z,Enamel on Masonite,Enamel,"1,993.452",1993-01-01T00:00:00Z,Not on view
Peter Blume,Male,American,1906-01-01T00:00:00Z,1992-01-01T00:00:00Z,"Study Number 5 for ""Recollection of the Flood""",1968-01-01T00:00:00Z,Enamel on Masonite,Enamel,"1,996.34",1996-01-01T00:00:00Z,Not on view
Nicolas Carone,Male,American,1917-01-01T00:00:00Z,2010-01-01T00:00:00Z,Untitled (Four Figures,1951-01-01T00:00:00Z,Enamel on paper/ mounted on linen,Enamel,2006.32.9,2006-01-01T00:00:00Z,Not on view
Nicolas Carone,Male,American,1917-01-01T00:00:00Z,2010-01-01T00:00:00Z,Untitled (Head,1951-01-01T00:00:00Z,Enamel on paper/ mounted on linen,Enamel,2006.32.8,2006-01-01T00:00:00Z,Not on view
Franz Kline,Male,American,1910-01-01T00:00:00Z,1962-01-01T00:00:00Z,Vase of Flowers,1945-01-01T00:00:00Z,Enamel/ oil/ whitewash/ and charcoal on cardboard,Enamel,1998.446.1,1998-01-01T00:00:00Z,Not on view
Victor Brauner,Male,Romanian,1903-01-01T00:00:00Z,1966-01-01T00:00:00Z,Prelude to a Civilization,1954-01-01T00:00:00Z,Encaustic and ink on Masonite,Encaustic,1999.363.13,1999-01-01T00:00:00Z,On view in Gallery 906
Noah Jemison,Male,American,1943-01-01T00:00:00Z,Null,Black Valhalla,1976-01-01T00:00:00Z,Encaustic on canvas,Encaustic,"1,977.43",1977-01-01T00:00:00Z,Not on view
Sidney Simon,Male,American,1917-01-01T00:00:00Z,1997-01-01T00:00:00Z,Artist and Model,1948-01-01T00:00:00Z,Encaustic on canvas,Encaustic,54.143.3,1954-01-01T00:00:00Z,Not on view
Judith Cotton,Female,Australian,1941-01-01T00:00:00Z,Null,Transit,1993-01-01T00:00:00Z,Encaustic on plywood,Encaustic,"1,993.363",1993-01-01T00:00:00Z,Not on view
Martin Kline,Male,American,1961-01-01T00:00:00Z,Null,Nest,2000-01-01T00:00:00Z,Encaustic on plywood panel with wood frame,Encaustic,2000.642.1,2000-01-01T00:00:00Z,Not on view
Unknown Artist,Unknown,Null,Null,Null,White Flag,1955-01-01T00:00:00Z,Encaustic/ oil/ newsprint/ and charcoal on canvas,Encaustic,"1,998.329",1998-01-01T00:00:00Z,On view in Gallery 922
François Rouan,Male,French,1943-01-01T00:00:00Z,Null,Mirotopos/ No. VI,1993-01-01T00:00:00Z,Peinture √† la cire sur papier,Encaustic,2002.456.150,2002-01-01T00:00:00Z,Not on view
Josef Albers,Male,American,1888-01-01T00:00:00Z,1976-01-01T00:00:00Z,Transformation of a Scheme No. 8,1949-01-01T00:00:00Z,Engraving on formica,Engraving,1972.40.11,1972-01-01T00:00:00Z,Not on view
Josef Albers,Male,American,1888-01-01T00:00:00Z,1976-01-01T00:00:00Z,Transformation of a Scheme No. 9,1950-01-01T00:00:00Z,Engraving on formica,Engraving,1972.40.12,1972-01-01T00:00:00Z,Not on view
Benny Andrews,Male,American,1930-01-01T00:00:00Z,2006-01-01T00:00:00Z,Sweet Back Man,1996-01-01T00:00:00Z,Cut and pasted fabrics and paper/ and oil paint on paper,Fabric,"1,997.164",1997-01-01T00:00:00Z,Not on view
Miriam Schapiro,Female,American,1923-01-01T00:00:00Z,Null,Barcelona Fan,1979-01-01T00:00:00Z,Fabric and acrylic on canvas,Fabric,"1,993.408",1993-01-01T00:00:00Z,Not on view
Peter Sacks,Male,American,1950-01-01T00:00:00Z,Null,Necessity 7,2007-01-01T00:00:00Z,Fabric/ ink on fabric/ lace/ acrylic paint/ and cardboard glued on canvas,Fabric,2010.507a-c,2010-01-01T00:00:00Z,Not on view
Robert Rauschenberg,Male,American,1925-01-01T00:00:00Z,2008-01-01T00:00:00Z,Vow/ (Jammer,1976-01-01T00:00:00Z,Sewn fabric and rattan pole,Fabric,2013.594a/ b,2013-01-01T00:00:00Z,Not on view
Lucas Samaras,Male,American,1936-01-01T00:00:00Z,Null,Reconstruction No. 113,1979-01-01T00:00:00Z,Sewn fabrics,Fabric,"1,986.357",1986-01-01T00:00:00Z,Not on view
Josef Albers,Male,American,1888-01-01T00:00:00Z,1976-01-01T00:00:00Z,Pillars,1928-01-01T00:00:00Z,Sandblasted flashed glass and cork,Flashed Glass,"1,970.139",1970-01-01T00:00:00Z,Not on view
Richard Hamilton,Male,British,1922-01-01T00:00:00Z,2011-01-01T00:00:00Z,Polaroid Portraits/ Vol. 2,1981-01-01T00:00:00Z,Book containing one original self portrait color Polaroid with gouache,Gouache,"2,000.399",2000-01-01T00:00:00Z,Not on view
Nigel Henderson,Male,British,1917-01-01T00:00:00Z,1985-01-01T00:00:00Z,Boy on a Bicycle,1950-01-01T00:00:00Z,Folded gelatin silver print/ gouache/ and ink on paperboard,Gouache,2007.49.47,2007-01-01T00:00:00Z,Not on view
Hilde Reindl,Female,German,1909-01-01T00:00:00Z,1990-01-01T00:00:00Z,BAUHAUS ARCHIVE,Null,Gouache,Gouache,1985.198.131,1985-01-01T00:00:00Z,Not on view
Hilde Reindl,Female,German,1909-01-01T00:00:00Z,1990-01-01T00:00:00Z,BAUHAUS ARCHIVE,Null,Gouache,Gouache,1985.198.133,1985-01-01T00:00:00Z,Not on view
Jean Dubuffet,Male,French,1901-01-01T00:00:00Z,1985-01-01T00:00:00Z,Chameau/ arabe/ gazelle/ palmeraie,1948-01-01T00:00:00Z,Gouache √† la coll√© on paper,Gouache,2002.456.27,2002-01-01T00:00:00Z,Not on view
Jean Dubuffet,Male,French,1901-01-01T00:00:00Z,1985-01-01T00:00:00Z,Bedouins et palmier,1948-01-01T00:00:00Z,Gouache √† la coll√© on paper,Gouache,2002.456.28,2002-01-01T00:00:00Z,Not on view
Ana Mendieta,Female,American,1948-01-01T00:00:00Z,1985-01-01T00:00:00Z,Amategram Series: The Vivification of the Flesh,1981-01-01T00:00:00Z,Gouache and acrylic on bark paper,Gouache,1983.502.1,1983-01-01T00:00:00Z,Not on view
Ana Mendieta,Female,American,1948-01-01T00:00:00Z,1985-01-01T00:00:00Z,Amategram Series: Mother Jungle,1981-01-01T00:00:00Z,Gouache and acrylic on bark paper,Gouache,1983.502.2,1983-01-01T00:00:00Z,Not on view
