ARTISTIC_ENTITY,GENDER,NATIONALITY,OBJECT_TITLE,OBJECT_DATE,PRIMARY_MEDIUM,ACCESSION_YEAR,OBJECT_TYPE
Reuben Nakian,Male,American,Europa and the Bull with Cupid,1960-01-01T00:00:00Z,Terracotta,1984-01-01T00:00:00Z,Sculpture
Reuben Nakian,Male,American,Europa and the Bull with Cupid,1960-01-01T00:00:00Z,Terracotta,1984-01-01T00:00:00Z,Sculpture
Reuben Nakian,Male,American,Europa and the Bull/ with Cupid,1948-01-01T00:00:00Z,Terracotta,1980-01-01T00:00:00Z,Sculpture
Reuben Nakian,Male,American,Europa and the Bull/ with Cupid,1955-01-01T00:00:00Z,Terracotta,1984-01-01T00:00:00Z,Sculpture
Reuben Nakian,Male,American,Garden of the Gods I,1979-01-01T00:00:00Z,Bronze,1987-01-01T00:00:00Z,Sculpture
Reuben Nakian,Male,American,Leda and the Swan,1959-01-01T00:00:00Z,Bronze,2000-01-01T00:00:00Z,Sculpture
Reuben Nakian,Male,American,Satyr,1950-01-01T00:00:00Z,Terracotta,1984-01-01T00:00:00Z,Sculpture
Rex Lau,Male,American,"Is There Anything to be Frightened of Miss Alice? ""Always.""",1981-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Richard Anuszkiewicz,Male,American,"Winter, Summer Reds",1973-01-01T00:00:00Z,Acrylic,1981-01-01T00:00:00Z,Painting
Richard Artschwager,Male,American,Men's Dormitory,1966-01-01T00:00:00Z,Acrylic,1989-01-01T00:00:00Z,Painting
Richard Artschwager,Male,American,Bread,1966-01-01T00:00:00Z,Acrylic,2006-01-01T00:00:00Z,Painting
Richard Artschwager,Male,American,Swivel,1964-01-01T00:00:00Z,Wood,1984-01-01T00:00:00Z,Sculpture
Richard Artschwager,Male,American,Swivel,1964-01-01T00:00:00Z,Wood,1984-01-01T00:00:00Z,Sculpture
Richard Blow,Male,American,The Painter,1938-01-01T00:00:00Z,Oil,1938-01-01T00:00:00Z,Painting
Richard Bosman,Male,Australian,Capsized,1982-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Richard Chiriani,Male,American,Morning in the Cleveland Flats,1979-01-01T00:00:00Z,Alkyd,1985-01-01T00:00:00Z,Painting
Richard Clarke,Male,British,The Acts of Desmond Tutu,1987-01-01T00:00:00Z,Tempera,1988-01-01T00:00:00Z,Painting
Richard Diebenkorn,Male,American,Ocean Park (Number 30,1970-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Richard Diebenkorn,Male,American,"Reclining Nude, Pink Stripe",1962-01-01T00:00:00Z,Oil,2001-01-01T00:00:00Z,Painting
Richard H. Recchia,Male,American,ASPIRATION AND INSPIRATION,1944-01-01T00:00:00Z,Silver,1944-01-01T00:00:00Z,Sculpture
Richard Haas,Male,American,"82nd Street, Metropolitan",1973-01-01T00:00:00Z,Gouache,1978-01-01T00:00:00Z,Painting
Richard Hamilton,Male,British,Polaroid Portraits/ Vol. 2,1981-01-01T00:00:00Z,Gouache,2000-01-01T00:00:00Z,Painting
Richard Hennessy,Male,American,24 April 75,1975-01-01T00:00:00Z,Oil,1975-01-01T00:00:00Z,Painting
Richard Hunt,Male,American,Peregrine Forms,1965-01-01T00:00:00Z,Steel,1970-01-01T00:00:00Z,Sculpture
Richard Lippold,Male,American,Variation within a Sphere/ Number 10: The Sun,1953-01-01T00:00:00Z,Mixed Media,1956-01-01T00:00:00Z,Sculpture
Richard Marquis,Male,American,American Acid Capsule with Cloth Container,1969-01-01T00:00:00Z,Glass,2006-01-01T00:00:00Z,Sculpture
Richard Pousette-Dart,Male,American,Presence/ Ramapo Horizon,1975-01-01T00:00:00Z,Acrylic,1982-01-01T00:00:00Z,Painting
Richard Pousette-Dart,Male,American,Path of the Hero,1950-01-01T00:00:00Z,Acrylic,1987-01-01T00:00:00Z,Painting
Richard Pousette-Dart,Male,American,Undulation Series,1941-01-01T00:00:00Z,Gouache,1991-01-01T00:00:00Z,Painting
Richard Pousette-Dart,Male,American,Seasons of Light,1942-01-01T00:00:00Z,Gouache,1991-01-01T00:00:00Z,Painting
Richard Pousette-Dart,Male,American,Untitled,1940-01-01T00:00:00Z,Ink,2009-01-01T00:00:00Z,Painting
Richard Pousette-Dart,Male,American,Untitled,1976-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Richard Pousette-Dart,Male,American,Symphony No. 1/ The Transcendental,1941-01-01T00:00:00Z,Oil,1996-01-01T00:00:00Z,Painting
Richard Pousette-Dart,Male,American,East River,1939-01-01T00:00:00Z,Oil,2005-01-01T00:00:00Z,Painting
Richard Pousette-Dart,Male,American,Untitled,1952-01-01T00:00:00Z,Watercolor,1993-01-01T00:00:00Z,Painting
Richard Rudich,Male,American,Old Emperor Number 2,1984-01-01T00:00:00Z,Ceramic,1984-01-01T00:00:00Z,Sculpture
Richard Rudich,Male,American,Queen and Crownprince Number 4,1984-01-01T00:00:00Z,Ceramic,1984-01-01T00:00:00Z,Sculpture
Richard Smith,Male,British,Night Rider,1970-01-01T00:00:00Z,Acrylic,1978-01-01T00:00:00Z,Painting
Richard Stankiewicz,Male,American,Fish Lurking,1958-01-01T00:00:00Z,Iron,2006-01-01T00:00:00Z,Sculpture
Richard Tuttle,Male,American,Monkey's Recovery I/ Number 2,1983-01-01T00:00:00Z,Mixed Media,1986-01-01T00:00:00Z,Sculpture
Richard Upton,Male,American,Cortona/ Italy,1989-01-01T00:00:00Z,Oil,2013-01-01T00:00:00Z,Painting
Richard Upton,Male,American,"P 93, 1 Italian Landscape/Cortona",1989-01-01T00:00:00Z,Oil,2013-01-01T00:00:00Z,Painting
Richard Yelle,Male,American,Elegant,1991-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Richmond Barthe,Male,American,Boxer,1942-01-01T00:00:00Z,Bronze,1942-01-01T00:00:00Z,Sculpture
Richmond Burton,Male,American,Sapphire Skin,1993-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Rico Lebrun,Male,American,The Bull Ring,1943-01-01T00:00:00Z,Oil,1944-01-01T00:00:00Z,Painting
Rigoberto Torres,Male,American,Jos√©,1982-01-01T00:00:00Z,Plaster,1983-01-01T00:00:00Z,Sculpture
Robert A. Weinman,Male,American,Medal,Null,Bronze,1965-01-01T00:00:00Z,Sculpture
Robert Arneson,Male,American,Ground Zero,1983-01-01T00:00:00Z,Bronze,1992-01-01T00:00:00Z,Sculpture
Robert Arneson,Male,American,Mother D√ºrer,1979-01-01T00:00:00Z,Earthenware,2000-01-01T00:00:00Z,Sculpture
Robert Beauchamp,Male,American,Harpies,1961-01-01T00:00:00Z,Oil,1995-01-01T00:00:00Z,Painting
Robert Beauchamp,Male,American,Nine Figures,1960-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Robert Bordo,Male,American,Coast (Columbus,1987-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Robert Brackman,Male,American,Sailor's Holiday,1945-01-01T00:00:00Z,Oil,1950-01-01T00:00:00Z,Painting
Robert Colescott,Male,American,Knowledge of the Past Is the Key to the Future: Some Afterthoughts on Discovery,1986-01-01T00:00:00Z,Acrylic,1987-01-01T00:00:00Z,Painting
Robert Cottingham,Male,American,m,1996-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Robert Courtright,Male,American,Untitled (CXXXII,1978-01-01T00:00:00Z,Painted Materials,1980-01-01T00:00:00Z,Painting
Robert Cumming,Male,American,Burning Box,1990-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Robert De Niro,Male,American,Self-Portrait,1951-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Robert Delaunay,Male,French,Stage Design for Cleopatra,1918-01-01T00:00:00Z,Watercolor,2007-01-01T00:00:00Z,Painting
Robert Gober,Male,American,Untitled,1985-01-01T00:00:00Z,Graphite,1995-01-01T00:00:00Z,Painting
Robert Goodnough,Male,American,Secondary Blocks,1965-01-01T00:00:00Z,Gouache,1978-01-01T00:00:00Z,Painting
Robert Goodnough,Male,American,Victory of Anghiari,1967-01-01T00:00:00Z,Oil,1969-01-01T00:00:00Z,Painting
Robert Goodnough,Male,American,Relation 201,1968-01-01T00:00:00Z,Oil,1969-01-01T00:00:00Z,Painting
Robert Goodnough,Male,American,Landscape,1952-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Robert Goodnough,Male,American,Untitled,1947-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Robert Greene,Male,American,Lace,1985-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Robert Guinan,Male,American,The Intruder,1967-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Robert Harms,Male,American,A Pond in the Woods,1990-01-01T00:00:00Z,Oil,1995-01-01T00:00:00Z,Painting
Robert Helm,Male,American,Thursday,1984-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Robert Ingersoll Aitken,Male,American,George Bellows,1909-01-01T00:00:00Z,Bronze,1951-01-01T00:00:00Z,Sculpture
Robert Ingersoll Aitken,Male,American,Omnia Vincit Amor (Love Conquers All),1937-01-01T00:00:00Z,Bronze,1937-01-01T00:00:00Z,Sculpture
Robert Irwin,Male,American,So. Cal,2010-01-01T00:00:00Z,Light,2011-01-01T00:00:00Z,Sculpture
Robert Jessup,Male,American,St. Christopher,1985-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Robert Kulicke,Male,American,Untitled,1963-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Robert Kushner,Male,American,Petunias and Salvia,1988-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Robert Laurent,Male,American,Melisande,1945-01-01T00:00:00Z,Alabaster,1983-01-01T00:00:00Z,Sculpture
Robert Laurent,Male,American,Singer,1939-01-01T00:00:00Z,Bronze,1941-01-01T00:00:00Z,Sculpture
Robert Lohman,Male,American,NATURE,1966-01-01T00:00:00Z,Bronze,1967-01-01T00:00:00Z,Sculpture
Robert Lowe,Male,British,Untitled,1985-01-01T00:00:00Z,Acrylic,1985-01-01T00:00:00Z,Painting
Robert Mason,Male,British,Self-Portrait (The Mirror),1988-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Robert Motherwell,Male,American,Elegy to the Spanish Republic/ No. 35,1954-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Robert Motherwell,Male,American,The Homely Protestant,1948-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Robert Motherwell,Male,American,La Danse/ II,1952-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Robert Motherwell,Male,American,Elegy to the Spanish Republic/ 70,1961-01-01T00:00:00Z,Oil,1965-01-01T00:00:00Z,Painting
Robert Motherwell,Male,American,Open Number 19 (Blue,1968-01-01T00:00:00Z,Polymer Paint,1969-01-01T00:00:00Z,Painting
Robert Motherwell,Male,American,Open Number 35 (Raw Umber,1968-01-01T00:00:00Z,Polymer Paint,1969-01-01T00:00:00Z,Painting
Robert Motherwell,Male,American,Open Number 37 (in orange with charcoal line,1968-01-01T00:00:00Z,Polymer Paint,1969-01-01T00:00:00Z,Painting
Robert Murray,Male,Canadian,Chilkat,1977-01-01T00:00:00Z,Aluminum,1978-01-01T00:00:00Z,Sculpture
Robert Murray,Male,Canadian,Maquette for Chilkat,1976-01-01T00:00:00Z,Steel,2004-01-01T00:00:00Z,Sculpture
Robert Murray,Male,Canadian,Mesa,1965-01-01T00:00:00Z,Aluminum,1983-01-01T00:00:00Z,Sculpture
Robert Natkin,Male,American,Bern Series,1983-01-01T00:00:00Z,Acrylic,1983-01-01T00:00:00Z,Painting
Robert Philipp,Male,American,Rochelle at the Window,1954-01-01T00:00:00Z,Oil,1954-01-01T00:00:00Z,Painting
Robert Ranieri,Male,American,Ship,1957-01-01T00:00:00Z,Watercolor,1967-01-01T00:00:00Z,Painting
Robert Rauschenberg,Male,American,Bande de Sureté / Twin City / Nipples (Cardboard,1971-01-01T00:00:00Z,Cardboard,2013-01-01T00:00:00Z,Painting
Robert Rauschenberg,Male,American,Vow/ (Jammer,1976-01-01T00:00:00Z,Fabric,2013-01-01T00:00:00Z,Painting
Robert Rauschenberg,Male,American,Winter Pool,1959-01-01T00:00:00Z,Oil,2005-01-01T00:00:00Z,Painting
Robert Ryman,Male,American,Versions IV,1991-01-01T00:00:00Z,Oil,2013-01-01T00:00:00Z,Painting
Robert Smithson,Male,American,Mirrored Ziggurat,1966-01-01T00:00:00Z,Mirror,1986-01-01T00:00:00Z,Sculpture
Robert Smithson,Male,American,Three Mirror Vortex,1965-01-01T00:00:00Z,Steel,1981-01-01T00:00:00Z,Sculpture
Robert Smithson,Male,American,Untitled,1967-01-01T00:00:00Z,Mixed Media,1981-01-01T00:00:00Z,Sculpture
Robert Smithson,Male,American,Untitled,1967-01-01T00:00:00Z,Mixed Media,1981-01-01T00:00:00Z,Sculpture
Robert Swain,Male,American,For Tony's Jane,1979-01-01T00:00:00Z,Acrylic,1982-01-01T00:00:00Z,Painting
Robert Vickrey,Male,American,Corner Bedroom,1966-01-01T00:00:00Z,Egg Tempera,1967-01-01T00:00:00Z,Painting
Robert Willson,Male,American,Texas Beach,1992-01-01T00:00:00Z,Glass,2001-01-01T00:00:00Z,Sculpture
Robert Wilson,Male,American,The Magic Flute/ Act I/ Scene VI,1991-01-01T00:00:00Z,Charcoal,1993-01-01T00:00:00Z,Painting
Robert Wilson,Male,American,"The Magic Flute, Act I, Scene XV",1991-01-01T00:00:00Z,Charcoal,1993-01-01T00:00:00Z,Painting
Robert Wilson,Male,American,The Magic Flute/ Act II/ Scene 29,1991-01-01T00:00:00Z,Charcoal,1993-01-01T00:00:00Z,Painting
Roberto Juarez,Male,American,Egg Fountain,1986-01-01T00:00:00Z,Acrylic,1987-01-01T00:00:00Z,Painting
Roberto Matta,Male,Chilean,Untitled,1949-01-01T00:00:00Z,Oil,1994-01-01T00:00:00Z,Painting
Roberto Matta,Male,Chilean,Being With (Être Avec,1946-01-01T00:00:00Z,Oil,2003-01-01T00:00:00Z,Painting
Roberto Parodi,Male,Mexican,Boat and Oar,1988-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Robin Winters,Male,American,Television Robot,1971-01-01T00:00:00Z,Gouache,1988-01-01T00:00:00Z,Painting
Robin Winters,Male,American,Untitled (Drummer on Grey Ground,1974-01-01T00:00:00Z,Watercolor,1988-01-01T00:00:00Z,Painting
Rockwell Kent,Male,American,Winter/ Monhegan Island,1907-01-01T00:00:00Z,Oil,1912-01-01T00:00:00Z,Painting
Rockwell Kent,Male,American,Berkshire Winter,1909-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Rodrigo Moynihan,Male,British,Sitting Nude and Reflected Painter (Self-Portrait),1983-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Roger Brown,Male,American,The Modern Story of Life:  A Civics Diatribe,1982-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Roger de la Fresnaye,Male,French,Georges de Miré,1910-01-01T00:00:00Z,Oil,1962-01-01T00:00:00Z,Painting
Roger de la Fresnaye,Male,French,Artillery,1911-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Roger de la Fresnaye,Male,French,Still Life with a Diabolo,1914-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Roger Eliot Fry,Male,British,Gabrielle Soëne,1919-01-01T00:00:00Z,Oil,1959-01-01T00:00:00Z,Painting
Rollin Crampton,Male,American,Untitled,1950-01-01T00:00:00Z,Oil,1969-01-01T00:00:00Z,Painting
Romare Bearden,Male,American,"Maquette for tapestry/ ""Recollection Pond""",1976-01-01T00:00:00Z,Painted Materials,1996-01-01T00:00:00Z,Painting
Romare Bearden,Male,American,The Block,1971-01-01T00:00:00Z,Painted Materials,1978-01-01T00:00:00Z,Painting
Romare Bearden,Male,American,"Untitled (from the ""Iliad"" series)",1948-01-01T00:00:00Z,Watercolor,2009-01-01T00:00:00Z,Painting
Ron Gorchov,Male,American,Untitled #3,1973-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Ron Janowich,Male,American,Johanna,1985-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Ron Nagle,Male,American,Contessa,1983-01-01T00:00:00Z,Earthenware,1997-01-01T00:00:00Z,Sculpture
Ron Nagle,Male,American,Watermelon,1983-01-01T00:00:00Z,Earthenware,1998-01-01T00:00:00Z,Sculpture
Ronald Bladen,Male,American,Untitled/ Number 11,1956-01-01T00:00:00Z,Oil,1989-01-01T00:00:00Z,Painting
Ronald Tizard,Male,New Zealander,Farms on Melrose Road/ Auckland/ New Zealand,1945-01-01T00:00:00Z,Oil,1945-01-01T00:00:00Z,Painting
Ronnie Elliott,Female,American,Collage Number 22,1947-01-01T00:00:00Z,Gouache,1982-01-01T00:00:00Z,Painting
Ronnie Landfield,Female,American,From Portal to Paradise,1982-01-01T00:00:00Z,Acrylic,1983-01-01T00:00:00Z,Painting
Rosalie Gascoigne,Female,Australian,First Fruits,1991-01-01T00:00:00Z,Painted Materials,1992-01-01T00:00:00Z,Painting
Rosemarie Trockel,Female,German,Untitled,1984-01-01T00:00:00Z,Watercolor,1986-01-01T00:00:00Z,Painting
Ross Bleckner,Male,American,Untitled,1994-01-01T00:00:00Z,Mixed Media,1995-01-01T00:00:00Z,Sculpture
Roy Lichtenstein,Male,American,Stepping Out,1978-01-01T00:00:00Z,Oil,1980-01-01T00:00:00Z,Painting
Roy Lichtenstein,Male,American,Galatea,1990-01-01T00:00:00Z,Bronze,2003-01-01T00:00:00Z,Sculpture
Royal Copenhagen Porcelain Manufactory,Null,Null,Faun and Nymph,1909-01-01T00:00:00Z,Porcelain,1923-01-01T00:00:00Z,Sculpture
Royal Copenhagen Porcelain Manufactory,Null,Null,Statuette,1913-01-01T00:00:00Z,Porcelain,1922-01-01T00:00:00Z,Sculpture
Royal Worcester,Null,Null,Bird (male chickadee),1938-01-01T00:00:00Z,Porcelain,1960-01-01T00:00:00Z,Sculpture
Royce Howes,Male,American,Untitled,1986-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Ruben Ortiz,Male,Mexican,Self-Portrait with Disaster and the Earth Trembles in its Center!,1985-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Rudolf Ray,Male,American,Number 34,1968-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Rudulph Evans,Male,American,Maude Adams,1906-01-01T00:00:00Z,Bronze,1987-01-01T00:00:00Z,Sculpture
Rufino Tamayo,Male,Mexican,Torso of a Man,1969-01-01T00:00:00Z,Oil,1994-01-01T00:00:00Z,Painting
Rufino Tamayo,Male,Mexican,Children's Games,1959-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Rufino Tamayo,Male,Mexican,The White Fruit Bowl,1938-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Russell B. Aitken,Male,American,Study for Hercules and the Amazons,1939-01-01T00:00:00Z,Gouache,2014-01-01T00:00:00Z,Painting
Sabina Ott,Female,American,Book of Hours: Winter,1985-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Sabina Ott,Female,American,Book of Hours: 1890,1984-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Salle Werner Vaughn,Female,American,Plato's Veil,1981-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Salle Werner Vaughn,Female,American,The Visitation,1981-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Sally Hazelet Drummond,Female,American,A Place To Watch,1973-01-01T00:00:00Z,Oil,1974-01-01T00:00:00Z,Painting
Sally Heywood,Female,British,Porthleven,1988-01-01T00:00:00Z,Oil,1989-01-01T00:00:00Z,Painting
Sally M. Avery,Female,American,Artist at Rest,1963-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Salvador Dali,Male,Spanish,Bathers at the Beach,1939-01-01T00:00:00Z,Ink,1994-01-01T00:00:00Z,Painting
Salvador Dali,Male,Spanish,"Study for ""Vogue"" cover",1944-01-01T00:00:00Z,Ink,1994-01-01T00:00:00Z,Painting
Salvador Dali,Male,Spanish,The Accommodations of Desire,1929-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Salvador Dali,Male,Spanish,Crucifixion (Corpus Hypercubus,1954-01-01T00:00:00Z,Oil,1955-01-01T00:00:00Z,Painting
Salvador Dali,Male,Spanish,Madonna,1958-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Sam Francis,Male,American,Blue Balls V,1962-01-01T00:00:00Z,Oil,2011-01-01T00:00:00Z,Painting
Sam Gilliam,Male,American,Whirlirama,1970-01-01T00:00:00Z,Acrylic,2014-01-01T00:00:00Z,Painting
Sam Gilliam,Male,American,Leah's Renoir,1979-01-01T00:00:00Z,Acrylic,1979-01-01T00:00:00Z,Painting
Sam Messer,Male,American,Still Life with Two Figures,1984-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Sam Messer,Male,American,Yo Taplitz,1989-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Samuel Halpert,Male,American,Notre Dame/ ,1925-01-01T00:00:00Z,Oil,1938-01-01T00:00:00Z,Painting
Samuel Halpert,Male,American,The Flatiron Building,1919-01-01T00:00:00Z,Oil,1981-01-01T00:00:00Z,Painting
Samuel Halpert,Male,American,Interior,1917-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Samuel Halpert,Male,American,The Red Tablecloth,1915-01-01T00:00:00Z,Oil,1994-01-01T00:00:00Z,Painting
Samuel Halpert,Male,American,East River,1913-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Sandra Fisher,Female,American,Mark with Poster,1989-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Sanford Wurmfeld,Male,American,"II, 29 (N) No. 1 ",1981-01-01T00:00:00Z,Acrylic,1982-01-01T00:00:00Z,Painting
Santiago Calatrava,Male,Spanish,Bird I,1986-01-01T00:00:00Z,Mixed Media,2006-01-01T00:00:00Z,Sculpture
Sarah Raphael,Female,British,Untitled,1989-01-01T00:00:00Z,Gouache,2009-01-01T00:00:00Z,Painting
Sasha Kronburg,Male,Austrian,The Poor and the Rich Child,1920-01-01T00:00:00Z,Gouache,1984-01-01T00:00:00Z,Painting
Saul Baizerman,Male,American,Coal Man,1933-01-01T00:00:00Z,Copper,1986-01-01T00:00:00Z,Sculpture
Saul Steinberg,Male,American,"1999, Artist and Art",1966-01-01T00:00:00Z,Ink,1966-01-01T00:00:00Z,Painting
Saul Steinberg,Male,American,"Sarat 1914-1999, The Elephant Table",1975-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Saul Villa,Male,Mexican,Television 2,1983-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Saul Villa,Male,Mexican,The Reverse of Venus 5,1986-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Scott Fraser,Male,American,Life Cycle II,2000-01-01T00:00:00Z,Oil,2000-01-01T00:00:00Z,Painting
Scott Richter,Male,American,Piece for a Man with No Fear,1984-01-01T00:00:00Z,Mixed Media,1984-01-01T00:00:00Z,Sculpture
Sean Scully,Male,American,Red on Cream,1976-01-01T00:00:00Z,Oil,1998-01-01T00:00:00Z,Painting
Sean Scully,Male,American,Molloy,1984-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Sean Scully,Male,American,Cut Ground,2006-01-01T00:00:00Z,Oil,2007-01-01T00:00:00Z,Painting
Sean Scully,Male,American,Wall of Light White,1998-01-01T00:00:00Z,Oil,2007-01-01T00:00:00Z,Painting
Sean Scully,Male,American,Untitled,1983-01-01T00:00:00Z,Oil Pastel,1996-01-01T00:00:00Z,Painting
Seraphin Soudbinine,Null,French,Sculpture,1928-01-01T00:00:00Z,Stoneware,2013-01-01T00:00:00Z,Sculpture
Sergei Danilovich Dumenko,Male,Russian,Scène du porte d'Odessa,1951-01-01T00:00:00Z,Gouache,2002-01-01T00:00:00Z,Painting
Setsuko,Male,Japanese,Pewter Jug,1972-01-01T00:00:00Z,Graphite,1984-01-01T00:00:00Z,Painting
Seymour Lipton,Male,American,Catacombs,1968-01-01T00:00:00Z,Mixed Media,1986-01-01T00:00:00Z,Sculpture
Seymour Lipton,Male,American,Flood,1937-01-01T00:00:00Z,Wood,1986-01-01T00:00:00Z,Sculpture
Seymour Lipton,Male,American,Guardian,1975-01-01T00:00:00Z,Mixed Media,1986-01-01T00:00:00Z,Sculpture
Seymour Lipton,Male,American,Pioneer,1957-01-01T00:00:00Z,Mixed Media,1958-01-01T00:00:00Z,Sculpture
Seymour Lipton,Male,American,Prayer,1978-01-01T00:00:00Z,Mixed Media,1986-01-01T00:00:00Z,Sculpture
Seymour Lipton,Male,American,Sentinel,1948-01-01T00:00:00Z,Lead,1986-01-01T00:00:00Z,Sculpture
Sharon Quasius,Female,American,Washington Crossing the Delaware,1982-01-01T00:00:00Z,Terracotta,1983-01-01T00:00:00Z,Sculpture
Sidney Biehler Waugh,Male,American,Happy are Those Whom Privacy Makes Innocent,1946-01-01T00:00:00Z,Bronze,1947-01-01T00:00:00Z,Sculpture
Sidney Goodman,Male,American,Overhead View,1964-01-01T00:00:00Z,Charcoal,1985-01-01T00:00:00Z,Painting
Sidney Goodman,Male,American,The Quick and the Dead,1980-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Sidney Laufman,Male,American,Group of Trees,1953-01-01T00:00:00Z,Oil,1964-01-01T00:00:00Z,Painting
Sidney Nolan,Male,Australian,Bather and Bird,1958-01-01T00:00:00Z,Ink,1971-01-01T00:00:00Z,Painting
Sidney Simon,Male,American,Artist and Model,1948-01-01T00:00:00Z,Encaustic,1954-01-01T00:00:00Z,Painting
Sigmar Polke,Male,German,Untitled,1968-01-01T00:00:00Z,Watercolor,1986-01-01T00:00:00Z,Painting
Sigrid Burton,Female,American,Prairie,1982-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
